Sentence,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,Sentence_Length
Michael's given me his word that he wasn't going to vote me up if it broke down to four.,"[(""Michael's"", 'NNP'), ('given', 'VBN'), ('me', 'PRP'), ('his', 'PRP$'), ('word', 'NN'), ('that', 'IN'), ('he', 'PRP'), (""wasn't"", 'VBD'), ('going', 'VBG'), ('to', 'TO'), ('vote', 'NN'), ('me', 'PRP'), ('up', 'RB'), ('if', 'IN'), ('it', 'PRP'), ('broke', 'NN'), ('down', 'RB'), ('to', 'TO'), ('four.', 'CD')]",[0. 0. 0. ... 0. 0. 0.],-0.4215,"[-1.1843130e-02  2.3098188e-02  6.4665279e-03 -3.4828170e-04
  1.2956224e-02 -3.7961848e-02  1.4104484e-02  4.3157265e-02
 -1.5841473e-02 -1.5757810e-02 -7.8899702e-03 -3.1383421e-02
 -4.3845191e-03  1.0786898e-02  1.1073687e-02 -1.0611970e-02
  5.3634476e-03 -1.0955339e-02 -3.0865641e-03 -3.6348470e-02
  1.3017084e-02  1.2217969e-02  1.4787442e-02 -1.1731448e-02
 -6.7992526e-04  3.8307165e-03 -1.2334662e-02 -8.1831999e-03
 -2.8426861e-02  4.4561969e-03  2.9669207e-02  1.4199679e-03
  5.9500139e-04 -2.1980494e-02 -1.0120965e-02  1.8526061e-02
  1.0988003e-02 -8.4375124e-03 -9.1695162e-03 -2.7249979e-02
  8.0774827e-03 -1.4152256e-02 -9.4971973e-03 -6.0788071e-04
  2.2140875e-02 -3.5496892e-03 -1.3490308e-02 -6.2605850e-03
  1.5161224e-02  9.0750335e-03  8.9176344e-03 -1.5891999e-02
  8.2743401e-04 -1.8379696e-03 -1.6666388e-02  1.1232700e-02
  3.8682516e-03  5.4789684e-03 -1.8163543e-02  8.6926920e-03
  6.0509378e-03  1.2878506e-03  9.7495187e-03 -6.2207039e-03
 -1.6340055e-02  1.9866062e-02  1.2682282e-02  1.7079461e-02
 -2.5401464e-02  2.2497445e-02 -1.6997566e-02  1.3592628e-02
  2.1533629e-02  1.6675646e-04  2.6339682e-02  1.4992273e-02
  7.2865118e-04  4.2916276e-05 -1.4516331e-02 -2.9814173e-03
 -1.4125709e-02  6.7004375e-03 -1.7428763e-02  2.4549311e-02
 -6.6916309e-03 -6.6221231e-03  1.2904349e-02  1.7837983e-02
  1.6321925e-02  4.5646690e-03  2.9690765e-02  1.1623763e-02
  1.5491039e-03 -1.1258590e-03  3.3400025e-02  1.3910688e-02
  1.6598355e-02 -1.7652513e-02 -3.8642616e-03 -4.4456096e-03]",19
The four from this tribe were going through.,"[('The', 'DT'), ('four', 'CD'), ('from', 'IN'), ('this', 'DT'), ('tribe', 'NN'), ('were', 'VBD'), ('going', 'VBG'), ('through.', 'IN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-6.1325245e-03  1.4484486e-02  3.5028530e-03 -5.2822987e-03
  8.7781921e-03 -2.9855821e-02  1.3333053e-02  3.7352435e-02
 -1.3309069e-02 -1.2818252e-02 -6.5686768e-03 -2.3540830e-02
 -3.7031241e-03  6.4836945e-03  7.7875117e-03 -1.3410967e-02
  5.6969486e-03 -1.1907486e-02 -1.7381830e-03 -2.9744074e-02
  1.2714551e-02  7.9383794e-03  1.0263804e-02 -6.2197377e-03
  1.1030950e-03  5.4365286e-05 -6.0050036e-03 -7.7356044e-03
 -2.0877153e-02  8.5095159e-04  2.4590999e-02  3.3846644e-03
 -2.1650018e-03 -1.7023556e-02 -1.4136047e-02  1.4764775e-02
  8.4810555e-03 -1.2351886e-02 -1.0380651e-02 -2.0117348e-02
  9.0779029e-03 -7.4380226e-03 -9.2541082e-03 -1.7473246e-03
  1.6191375e-02 -1.1535775e-03 -1.1923583e-02 -3.4659030e-03
  1.5259526e-02  6.0785715e-03  1.3176006e-02 -1.4301433e-02
 -3.9190166e-03 -3.9342828e-03 -1.8278725e-02  1.0168016e-02
  1.3805840e-03  1.2225739e-03 -1.1048801e-02  6.9144471e-03
  2.4124489e-03  2.9626216e-03  5.4209591e-03 -3.9487053e-03
 -1.4137507e-02  1.7201591e-02  1.1355565e-02  1.6054993e-02
 -2.3549253e-02  1.7355997e-02 -1.2336193e-02  1.3846780e-02
  1.7248726e-02 -7.5419073e-04  2.0035937e-02  1.3388546e-02
 -2.5298435e-04 -1.3430504e-04 -2.0098679e-02 -1.6784986e-03
 -1.3188695e-02  4.0871189e-03 -1.5807852e-02  2.5827590e-02
 -5.7973233e-03 -3.3313343e-03  1.0660148e-02  1.1732042e-02
  1.3777207e-02  1.6687991e-03  2.3506150e-02  1.1668347e-02
  4.4571823e-03  2.7284522e-03  3.0764753e-02  1.0502103e-02
  1.6594118e-02 -1.6887806e-02 -1.4017757e-03 -1.7533123e-03]",8
I'm unsure about that.,"[(""I'm"", 'PRP'), ('unsure', 'NN'), ('about', 'IN'), ('that.', 'DT')]",[0. 0. 0. ... 0. 0. 0.],-0.25,"[-9.58262850e-03  9.95545555e-03  4.47493233e-03 -2.33859755e-05
  5.82806673e-03 -3.26553956e-02  1.22471051e-02  3.21803652e-02
 -1.17725693e-02 -1.09201698e-02 -6.11603400e-03 -2.31077559e-02
 -3.91901750e-03  4.83187102e-03  5.26284659e-03 -7.24433176e-03
  8.65250546e-03 -1.22839715e-02  2.63166474e-03 -2.95761693e-02
  4.54839924e-03  1.34319048e-02  9.01631545e-03 -8.84140562e-03
 -2.07629520e-03  7.50430627e-03 -1.24145951e-02 -5.82398614e-03
 -2.30532549e-02  1.92781247e-03  2.57115867e-02  2.13039876e-03
  5.76903718e-03 -1.57358851e-02 -1.42134950e-02  1.91439670e-02
  7.44999526e-03 -7.11220410e-03 -8.66476074e-03 -1.87581629e-02
  5.75140305e-03 -7.78501946e-03 -1.11057982e-02  3.96100245e-03
  1.78639963e-02 -1.50822266e-03 -8.30180570e-03 -8.80326703e-03
  1.06978118e-02  1.11800656e-02  7.11471913e-03 -6.34199614e-03
  5.66907926e-04 -2.96713761e-03 -1.34966290e-02  3.32113914e-03
 -9.94294300e-04 -1.22135843e-03 -1.48259690e-02  1.18981325e-03
 -9.63764032e-04  9.96428076e-04  9.17331502e-03 -5.48089435e-03
 -1.79609638e-02  1.19586717e-02  3.75080411e-03  1.27562098e-02
 -2.59715561e-02  1.95449740e-02 -1.48538845e-02  1.23292049e-02
  1.56573616e-02 -2.95846676e-03  2.11998653e-02  1.04372986e-02
 -3.84954084e-03  2.76377145e-03 -1.49016995e-02  4.48179804e-03
 -7.66607095e-03  4.15538857e-03 -1.59652270e-02  2.47052703e-02
 -7.24918442e-03 -3.46702500e-03  1.20473634e-02  1.52517157e-02
  1.18885152e-02  5.69489226e-03  1.97881926e-02  1.10398708e-02
  8.19124002e-03  1.63182209e-03  2.69687604e-02  7.74476258e-03
  1.15738325e-02 -1.14711672e-02 -3.22925951e-03 -2.26087729e-03]",4
"Okay, so us three definitely together, right?","[('Okay,', 'NNP'), ('so', 'RB'), ('us', 'PRP'), ('three', 'CD'), ('definitely', 'RB'), ('together,', 'RB'), ('right?', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.5945,"[-6.75632572e-03  1.28527367e-02  6.29368192e-03 -3.09858168e-03
  6.63027074e-03 -2.04791538e-02  2.76062009e-03  1.91037990e-02
 -8.73864163e-03 -6.31286530e-03 -6.25373283e-03 -1.61050018e-02
 -1.96548249e-03  7.52764288e-03  2.24427343e-03 -9.83336102e-03
  3.03521170e-03 -5.36973402e-03 -4.17607883e-03 -1.84889846e-02
  3.61997331e-03  2.42272159e-03  3.69311939e-03 -7.24364864e-03
 -5.06297546e-03 -8.73525918e-04 -2.83442670e-03 -4.98161139e-03
 -1.38594741e-02 -5.69317490e-06  1.46108102e-02  6.99657656e-04
 -1.87254895e-03 -1.45127624e-02 -7.89300445e-03  8.16978049e-03
  7.91426189e-03 -5.49252750e-03 -6.31700223e-03 -1.53418360e-02
  3.89697193e-03 -9.60004237e-03 -5.13247168e-03  3.78464087e-04
  1.04247583e-02 -2.12485529e-03 -8.93701334e-03 -4.53607272e-03
  1.19106965e-02  5.07567683e-03  3.40297469e-03 -4.11903346e-03
  5.70895732e-04 -5.56778489e-03 -6.68278849e-03  7.19381776e-03
  3.96911521e-03 -2.13187630e-03 -1.03042927e-02  5.76136587e-03
  1.50375825e-03 -6.16840262e-04  3.47074703e-03 -5.99175040e-03
 -1.30264843e-02  2.62078247e-03  2.24889885e-03  6.92916382e-03
 -1.49297724e-02  1.28833000e-02 -6.47197152e-03  9.64126270e-03
  9.91807599e-03  4.66208626e-03  1.33553939e-02  4.51055635e-03
 -2.85610091e-04 -1.10583846e-03 -1.33417081e-02 -1.79624825e-03
 -6.09641522e-03  3.38139920e-03 -1.18216695e-02  1.33037176e-02
 -1.49267446e-03 -3.01543623e-03  4.57778247e-03  1.15154264e-02
  8.27100221e-03  1.39553659e-03  1.49915144e-02  5.94611373e-03
  5.80969406e-03 -3.26883077e-04  1.65492538e-02  6.82952767e-03
  7.87923858e-03 -1.01728635e-02  1.71088241e-03 -6.65780564e-04]",7
Yes.,"[('Yes.', 'UH')]",[0. 0. 0. ... 0. 0. 0.],0.4019,"[-8.7061059e-03 -7.9280137e-05  4.3393375e-04 -2.4254632e-03
  4.0793777e-03  1.2705565e-03  7.6640057e-03  2.2550106e-04
  4.6548829e-03 -1.9130432e-03  8.5582901e-03 -5.9202970e-03
 -7.5365184e-03 -5.1535652e-03  6.0817157e-03 -3.2200955e-03
  6.5784110e-03  8.0767954e-03 -9.0193041e-03 -6.3831713e-03
 -4.5117843e-03 -3.5687948e-03 -8.2675489e-03 -2.1257042e-03
  8.9904312e-03  7.1349144e-03 -2.3422956e-03 -1.2975585e-03
  5.1791072e-03 -2.6688576e-05  4.0136781e-03  4.3520499e-03
 -7.5131073e-03  8.2232496e-03 -3.0131696e-04  9.7112386e-03
  7.3824883e-03  8.5819140e-03 -3.6144697e-03  1.5305543e-03
  4.1054641e-03 -6.9684638e-03 -6.3229706e-03 -8.4070573e-03
 -9.1356672e-03 -5.4608582e-04 -5.9605599e-03 -7.6012504e-03
  8.4778341e-03  5.3993748e-03  7.2531332e-03 -2.7532983e-03
  7.6216338e-03 -3.4986699e-03  1.4971877e-03  8.1668975e-04
 -7.7635441e-03  1.0381412e-03  7.1295501e-05 -9.2495466e-03
  8.3992211e-03  2.4818338e-03  1.1239625e-03 -8.0354809e-04
  6.6717910e-03  1.9789373e-03  2.7764570e-03 -2.2739733e-03
 -7.0820153e-03 -4.1180407e-03  3.0088699e-03  3.1538832e-03
 -9.2328498e-03  8.6545357e-03  2.7863120e-03  2.6462162e-03
 -5.3444160e-03 -9.4916616e-03  1.8540680e-03 -9.2256060e-03
 -3.2772540e-04 -1.5489125e-03 -5.9972762e-04 -2.7064742e-03
  8.8730333e-03  7.2358288e-03 -9.3410946e-03  3.6542488e-03
 -1.0155403e-03 -7.0633017e-03 -2.5988102e-03  1.5773952e-03
  3.1134032e-03  4.5981286e-03  5.7603922e-03 -4.4123065e-03
  8.7221339e-03  4.5956136e-04  7.2387280e-03 -5.4716752e-03]",1
100,"[('100', 'CD')]",[0. 0. 1. ... 0. 0. 0.],0.0,"[-0.00984649  0.00520616 -0.00283149  0.00839646  0.00032804  0.005046
 -0.00351231  0.00255668 -0.00063018  0.00195603  0.00906298 -0.00770449
  0.00692971  0.00330221  0.00871183 -0.00799044 -0.00502462  0.00904446
 -0.00828561  0.0050389   0.0067316   0.00325373  0.00635585  0.00626935
  0.00936024 -0.00416851  0.00155216 -0.00413864 -0.00144138 -0.00815733
  0.00917878 -0.00602596  0.00714163 -0.00829894 -0.00368436 -0.00143464
  0.00855632 -0.00307737 -0.00065949  0.00750444  0.0011055   0.00783717
 -0.00497096 -0.00106557  0.00483842 -0.00197138 -0.00092586 -0.0002797
  0.00158593  0.00566272  0.0069963   0.00430861 -0.00405397 -0.0005605
  0.00021113  0.0042299  -0.00861779  0.00358053  0.00778069 -0.00548236
 -0.00364478  0.00257423  0.00325056 -0.01024868  0.00552734 -0.00325497
  0.00302155 -0.00870262  0.00390811 -0.00673959 -0.00353793  0.00811092
 -0.00714345 -0.00936441 -0.00850767 -0.00715973  0.00652009 -0.00802948
 -0.00213058 -0.00190756  0.00492892 -0.00467455  0.00381694 -0.00581826
 -0.00349652 -0.00436189  0.00010271 -0.00585071 -0.00148379  0.00295772
  0.00987031 -0.00604442  0.0028952  -0.00473866  0.01003058  0.0026341
  0.00693576 -0.0042026   0.00211344 -0.00221412]",1
"1, 2, 3.","[('1,', 'CD'), ('2,', 'CD'), ('3.', 'CD')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-2.5921769e-03 -1.9080524e-03  2.6652738e-03  3.9870990e-04
  2.4174151e-03 -6.5370374e-03 -2.9174325e-03  1.6599339e-04
 -7.6447334e-04  2.4688381e-03  4.1227783e-03 -5.5531790e-03
  4.5448034e-03 -3.5780661e-03 -1.0512521e-04  4.2977682e-03
 -4.2600622e-03 -4.5854613e-04 -9.4490621e-04  2.3893018e-03
  2.3221278e-03 -4.1744555e-03 -5.8828257e-03 -9.9688035e-04
 -8.7967445e-04 -1.7273859e-03 -4.6305344e-03 -4.1737575e-03
  5.3755444e-04  9.1985468e-04 -3.7348417e-03 -6.8546855e-03
  2.2020289e-03  3.4979451e-04 -3.5753225e-03  2.2665355e-03
  1.8840204e-03  2.6044846e-03  3.4164377e-03 -3.3866705e-03
 -6.1774966e-03  2.7673473e-04 -1.8835490e-03 -8.8727853e-04
 -2.1963168e-03  5.7990062e-03 -9.0891612e-04  1.8592117e-03
  1.2422038e-03  3.0066587e-03  5.1608938e-04 -8.0536790e-03
  1.9096738e-03  6.0813758e-04 -8.4977821e-03 -5.8385953e-03
  3.8394874e-03 -5.9152930e-03 -1.9184329e-03 -2.0370695e-03
  1.2287988e-03  1.2730812e-03 -2.3843704e-03 -1.0922002e-03
 -9.1088936e-04 -1.3117784e-03  2.1633778e-03 -2.1129732e-03
  1.0911613e-03  1.8601321e-03 -3.1626422e-03  2.1364235e-03
 -1.0672843e-03 -1.9994092e-03 -1.6167552e-03  2.2286773e-03
  1.1914632e-03  2.2531373e-03 -4.5469744e-04 -2.4554654e-04
  2.5132846e-03 -1.2385659e-05  1.9177042e-04  1.3617403e-03
 -2.0124211e-03  1.4252752e-03  8.8465732e-04  1.4223218e-03
  4.2599256e-04 -3.6681350e-04  1.1772750e-03  4.2510848e-03
  4.3711420e-03  3.4149287e-03  2.2819329e-03 -1.5339674e-03
  3.1302052e-03  2.2549217e-03  3.0006457e-03 -6.8392088e-03]",3
Yeah.,"[('Yeah.', 'UH')]",[0. 0. 0. ... 0. 0. 0.],0.296,"[-0.00172141  0.00640614 -0.00927654 -0.00914653 -0.00520218  0.00095224
 -0.00717562 -0.00944602 -0.00888567 -0.00046301  0.00741351 -0.00837859
 -0.00533302  0.0015175   0.00331933 -0.00845817  0.00786776 -0.00821638
  0.0047363   0.00941531  0.00566017  0.00617286  0.00823663  0.00345291
 -0.00714446  0.00574707 -0.00831294 -0.00572386  0.00590568 -0.0079294
 -0.00587038 -0.00355836  0.00339306  0.0052197   0.00205528  0.00510855
 -0.00262707  0.00435198 -0.0070484  -0.00166024 -0.0077448   0.00017381
  0.00469816  0.00480003 -0.00465527  0.00175047  0.00781123 -0.00557382
 -0.00378775 -0.00059754 -0.00471976  0.00869686  0.00754213  0.00922141
  0.00936289 -0.00845084 -0.00047974 -0.00760638 -0.00480977 -0.00883971
  0.00341577  0.00010645 -0.00691568  0.00796308  0.00095298  0.00029857
 -0.00356407 -0.00334661 -0.00264244  0.00762218  0.00239459 -0.00517093
  0.00472994  0.0009905  -0.00273315  0.00770945 -0.00394724  0.00743152
 -0.00421543 -0.00735646 -0.00449653 -0.0038985  -0.0007044  -0.00184451
  0.00511122  0.00545057 -0.00173884  0.00373369 -0.00202847  0.00073461
 -0.00136644 -0.00246282 -0.00471682 -0.00426179  0.00012702  0.00164945
 -0.00944871  0.00607636 -0.00168062 -0.00297438]",1
We need a fourth.,"[('We', 'PRP'), ('need', 'NN'), ('a', 'DT'), ('fourth.', 'JJ')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.01197853  0.01846273  0.00463717 -0.00294973  0.00922212 -0.03239643
  0.01376846  0.03601013 -0.01097335 -0.01341272 -0.00202435 -0.02132214
 -0.00413445  0.00828169  0.01019534 -0.01035054  0.00693431 -0.01163925
 -0.00369573 -0.0315083   0.01637908  0.0096813   0.0111779  -0.00579404
 -0.00652997  0.00032094 -0.00820245 -0.00241016 -0.02035427  0.00516294
  0.02640373 -0.00012833 -0.00356584 -0.01754867 -0.00781479  0.01349081
  0.01024645 -0.01080062 -0.01095031 -0.02533916  0.00558214 -0.01351106
 -0.00799477  0.00367422  0.0234502  -0.00123666 -0.01007109 -0.00512365
  0.01158276  0.00583573  0.01525662 -0.01133538 -0.00234863 -0.00745413
 -0.01433266  0.01023587  0.00207574  0.00555443 -0.01314336  0.00566522
  0.00347637  0.00201162  0.00917076 -0.00753382 -0.01321073  0.01170803
  0.00717113  0.01573076 -0.02602866  0.01436177 -0.01401356  0.01130964
  0.0170479  -0.00042935  0.02297077  0.01001333 -0.00410323  0.0034338
 -0.01544738 -0.00015871 -0.01366431  0.00814266 -0.01243802  0.02339702
 -0.00324405 -0.00944389  0.01285884  0.01557508  0.01777462 -0.00014397
  0.01682734  0.00869112  0.00428685  0.00147194  0.02767223  0.01061003
  0.01218484 -0.01989967 -0.00107288 -0.00152513]",4
Yeah.,"[('Yeah.', 'UH')]",[0. 0. 0. ... 0. 0. 0.],0.296,"[-0.00172141  0.00640614 -0.00927654 -0.00914653 -0.00520218  0.00095224
 -0.00717562 -0.00944602 -0.00888567 -0.00046301  0.00741351 -0.00837859
 -0.00533302  0.0015175   0.00331933 -0.00845817  0.00786776 -0.00821638
  0.0047363   0.00941531  0.00566017  0.00617286  0.00823663  0.00345291
 -0.00714446  0.00574707 -0.00831294 -0.00572386  0.00590568 -0.0079294
 -0.00587038 -0.00355836  0.00339306  0.0052197   0.00205528  0.00510855
 -0.00262707  0.00435198 -0.0070484  -0.00166024 -0.0077448   0.00017381
  0.00469816  0.00480003 -0.00465527  0.00175047  0.00781123 -0.00557382
 -0.00378775 -0.00059754 -0.00471976  0.00869686  0.00754213  0.00922141
  0.00936289 -0.00845084 -0.00047974 -0.00760638 -0.00480977 -0.00883971
  0.00341577  0.00010645 -0.00691568  0.00796308  0.00095298  0.00029857
 -0.00356407 -0.00334661 -0.00264244  0.00762218  0.00239459 -0.00517093
  0.00472994  0.0009905  -0.00273315  0.00770945 -0.00394724  0.00743152
 -0.00421543 -0.00735646 -0.00449653 -0.0038985  -0.0007044  -0.00184451
  0.00511122  0.00545057 -0.00173884  0.00373369 -0.00202847  0.00073461
 -0.00136644 -0.00246282 -0.00471682 -0.00426179  0.00012702  0.00164945
 -0.00944871  0.00607636 -0.00168062 -0.00297438]",1
Who do you think?,"[('Who', 'WP'), ('do', 'VB'), ('you', 'PRP'), ('think?', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.00368591  0.01520393  0.00024694 -0.00177355  0.01125064 -0.0339306
  0.01295469  0.03699988 -0.00836673 -0.01230973 -0.0009421  -0.02249341
 -0.00561564  0.01005871  0.0037955  -0.01036556  0.00857469 -0.00605285
 -0.00439534 -0.03275315  0.00745524  0.0135676   0.01344474 -0.01620163
 -0.00146092 -0.00060357 -0.00600405 -0.01013979 -0.02211326 -0.00147407
  0.02496642  0.00105286 -0.00251635 -0.02052438 -0.01059637  0.01164379
  0.01053819 -0.01708841 -0.01271841 -0.02524374  0.01174158 -0.01543076
 -0.00352757 -0.00212103  0.02322887 -0.00020209 -0.01681246 -0.00755131
  0.01154749  0.01065477  0.00811349 -0.01215668  0.00139773  0.00149249
 -0.02002243  0.00708083  0.00698045  0.00102225 -0.01322111  0.00531788
  0.00757854 -0.0006987   0.00816183 -0.00259348 -0.01764493  0.02051505
  0.01021107  0.01549451 -0.02742218  0.01519496 -0.0190391   0.01739569
  0.01722376  0.00065081  0.02685548  0.00354671  0.00029549  0.00423084
 -0.01674679 -0.00123896 -0.00954887  0.00641996 -0.01931306  0.02162205
 -0.00680118 -0.0044784   0.01256245  0.0107796   0.009737    0.00328117
  0.02038222  0.01276147  0.00282581  0.0030715   0.03107164  0.0118444
  0.01627597 -0.01942718 -0.00382608 -0.00200897]",4
I like Nate.,"[('I', 'PRP'), ('like', 'IN'), ('Nate.', 'NNP')]",[0. 0. 0. ... 0. 0. 0.],0.3612,"[-0.01556779  0.02571868  0.01285924 -0.00165628  0.00862403 -0.04720749
  0.01610327  0.0553568  -0.01899222 -0.02251553 -0.00678328 -0.03690592
 -0.00954396  0.01702292  0.01193046 -0.01754118  0.00748723 -0.0197588
 -0.00188281 -0.04778615  0.0198379   0.01790203  0.01617835 -0.01821215
 -0.00448944  0.00864252 -0.01456093 -0.00634522 -0.0321723   0.00482305
  0.03403869  0.00023041 -0.00206584 -0.03220422 -0.01801171  0.01981781
  0.02254049 -0.01266318 -0.01682871 -0.03311566  0.01000209 -0.01342992
 -0.01526085 -0.00426322  0.0294595  -0.00463688 -0.02347211 -0.00554782
  0.0154278   0.0181342   0.01126018 -0.01610347  0.00124447 -0.00157991
 -0.01932041  0.01124437  0.00830583  0.00191499 -0.02507629  0.01233288
  0.00289069 -0.00133548  0.00604583 -0.01011948 -0.02089654  0.02001683
  0.01531417  0.02172381 -0.02924561  0.03367295 -0.0181835   0.01833185
  0.02213045 -0.00831441  0.03842317  0.01085085  0.00536767  0.0024496
 -0.0252542  -0.00243079 -0.01972891  0.00609455 -0.01696241  0.0349143
 -0.01320481 -0.00409935  0.01520015  0.02446724  0.01849606  0.01433682
  0.03719545  0.01500167  0.00572161 -0.00307823  0.04007939  0.01930003
  0.0225972  -0.02581711 -0.00296453 -0.0010061 ]",3
Yeah.,"[('Yeah.', 'UH')]",[0. 0. 0. ... 0. 0. 0.],0.296,"[-0.00172141  0.00640614 -0.00927654 -0.00914653 -0.00520218  0.00095224
 -0.00717562 -0.00944602 -0.00888567 -0.00046301  0.00741351 -0.00837859
 -0.00533302  0.0015175   0.00331933 -0.00845817  0.00786776 -0.00821638
  0.0047363   0.00941531  0.00566017  0.00617286  0.00823663  0.00345291
 -0.00714446  0.00574707 -0.00831294 -0.00572386  0.00590568 -0.0079294
 -0.00587038 -0.00355836  0.00339306  0.0052197   0.00205528  0.00510855
 -0.00262707  0.00435198 -0.0070484  -0.00166024 -0.0077448   0.00017381
  0.00469816  0.00480003 -0.00465527  0.00175047  0.00781123 -0.00557382
 -0.00378775 -0.00059754 -0.00471976  0.00869686  0.00754213  0.00922141
  0.00936289 -0.00845084 -0.00047974 -0.00760638 -0.00480977 -0.00883971
  0.00341577  0.00010645 -0.00691568  0.00796308  0.00095298  0.00029857
 -0.00356407 -0.00334661 -0.00264244  0.00762218  0.00239459 -0.00517093
  0.00472994  0.0009905  -0.00273315  0.00770945 -0.00394724  0.00743152
 -0.00421543 -0.00735646 -0.00449653 -0.0038985  -0.0007044  -0.00184451
  0.00511122  0.00545057 -0.00173884  0.00373369 -0.00202847  0.00073461
 -0.00136644 -0.00246282 -0.00471682 -0.00426179  0.00012702  0.00164945
 -0.00944871  0.00607636 -0.00168062 -0.00297438]",1
"No, no, no, no, no, no, no, no, no, no.","[('No,', 'DT'), ('no,', 'DT'), ('no,', 'DT'), ('no,', 'DT'), ('no,', 'DT'), ('no,', 'DT'), ('no,', 'DT'), ('no,', 'DT'), ('no,', 'DT'), ('no.', 'DT')]",[0. 0. 0. ... 0. 0. 0.],-0.9517,"[-1.53191085e-03  1.27270045e-02 -4.20633616e-04  6.12260215e-03
  1.35866727e-03 -1.59445070e-02  1.23627102e-02  2.62417253e-02
 -8.57624225e-03  7.07729138e-04 -2.31819623e-03 -6.93651149e-03
 -3.32902675e-03 -1.87934097e-03 -5.31672733e-03 -1.43087208e-02
  3.65948072e-03 -8.90511461e-03 -1.78485736e-03 -1.12341344e-02
  1.01449043e-02 -3.74293816e-03  1.00317802e-02  1.42383025e-04
  4.98545589e-03  4.45489632e-03  2.74887076e-03  1.34075002e-03
 -6.28157705e-03  3.02295876e-03  2.60130176e-03 -3.01864767e-03
 -5.18684648e-03 -6.86751970e-04  3.15801310e-03 -2.72907171e-04
 -4.49565065e-04 -9.92156938e-03  8.91090836e-04 -2.70400051e-04
  2.78171385e-03 -3.21107538e-04 -2.49008741e-03  7.88417365e-03
  5.74886193e-03  3.85483098e-03 -5.20415092e-03 -1.24714877e-02
  1.01674544e-02  4.70884005e-03  1.09631065e-02 -1.30558610e-02
 -1.02234455e-02 -2.32593273e-03  2.88180029e-03 -2.63980916e-03
 -1.20576588e-03  5.73576521e-03 -1.46795735e-02  8.80935043e-03
 -2.72511528e-03 -4.04717075e-03 -1.49783515e-03 -8.05106293e-03
 -1.84072033e-02  2.97325850e-03 -5.29607874e-04  1.05046052e-02
 -5.71389683e-03  1.34796128e-02 -3.09051131e-03 -4.48852137e-04
 -2.33639590e-03 -8.56828131e-03  1.57364570e-02  3.49659458e-05
 -9.48407315e-03 -5.56627382e-03 -1.63649712e-02  7.99892470e-03
 -1.25752138e-02  6.02916908e-03 -1.46779241e-02  7.42028654e-03
 -2.27508647e-03  5.52332541e-03  2.34687212e-03  9.87592340e-03
  9.16942768e-03  5.34394104e-03  3.36079183e-03  7.66940648e-03
  8.40089575e-04  3.12944432e-03  1.27413571e-02 -3.74811213e-03
  4.63781506e-03 -9.22793336e-03  2.97540566e-03 -4.17943997e-03]",10
They're all the old people.,"[(""They're"", 'PRP'), ('all', 'DT'), ('the', 'DT'), ('old', 'JJ'), ('people.', 'NNS')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-1.00915208e-02  1.46066025e-02  3.00502812e-04 -3.89898522e-03
  1.25177279e-02 -2.82480456e-02  8.32990650e-03  3.74638811e-02
 -1.06056090e-02 -1.41385961e-02 -9.66129638e-03 -2.45845299e-02
 -3.78006051e-04  6.84222439e-03  7.88060855e-03 -7.41966954e-03
  5.09747583e-03 -8.42216890e-03 -2.43460573e-03 -3.42739746e-02
  8.13002884e-03  1.16738323e-02  8.25133361e-03 -1.27677517e-02
  1.67702115e-03 -1.59117862e-05 -4.03719908e-03 -6.85473299e-03
 -2.22241245e-02  2.45435443e-03  2.81614270e-02 -1.79854222e-03
  1.27449122e-04 -1.81658231e-02 -9.63813718e-03  1.69285275e-02
  6.63567241e-03 -7.24309823e-03 -1.18180048e-02 -2.09332127e-02
  3.60096991e-03 -1.24057326e-02 -8.99863895e-03  2.02221493e-03
  2.00508963e-02 -3.95774189e-03 -1.32930325e-02 -4.62496514e-03
  7.06202677e-03  6.02404168e-03  6.56960066e-03 -1.27170589e-02
 -1.71039847e-03 -2.02148309e-04 -1.80023499e-02  9.80881136e-03
  2.21813167e-03  1.82294229e-03 -1.53825283e-02  4.28037811e-03
  2.40560574e-03  2.05840071e-04  6.78553898e-03 -4.02891682e-03
 -2.03431249e-02  1.54384868e-02  1.07066818e-02  1.37379589e-02
 -2.21613720e-02  2.14370079e-02 -1.30142961e-02  1.06976619e-02
  1.85881853e-02 -1.05662178e-03  2.02929489e-02  7.97684304e-03
  5.56375086e-03  2.55375722e-04 -1.81633513e-02 -2.66329246e-03
 -1.08942855e-02  5.47165889e-03 -1.61822792e-02  2.19593775e-02
 -3.61588108e-03 -1.04071922e-03  1.05405282e-02  1.63070988e-02
  1.74938478e-02  5.23290504e-03  2.56716274e-02  1.21975485e-02
  3.71841947e-03  3.22366762e-03  3.24085057e-02  1.20743681e-02
  1.55408652e-02 -1.78435687e-02 -4.77575231e-03 -4.93216049e-03]",5
