Start Time,End Time,Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
"00:46:33,000","00:46:37,000",Want wie zegt er nou nee tegen zo'n lekker bordje Chinees eten?,Want wie zegt er nou nee tegen zo'n lekker bordje Chinees eten?,Because who would say no to a delicious plate of Chinese food?,happiness,amusement,happiness,happiness
"00:46:37,000","00:46:40,000",Je moet wel genoeg eten. Misschien neemt een paar lagen niks.,Je moet wel genoeg eten. Misschien neemt een paar lagen niks.,You have to eat enough. Maybe a few coats won't do anything.,neutral,caring,happiness,happiness
"00:46:40,000","00:46:42,000",Precies. De laatste dat er voorlopig bijgaat.,Precies. De laatste dat er voorlopig bijgaat.,Exactly. The last one that will be added for now.,neutral,approval,happiness,neutral
"00:46:44,000","00:46:47,000",Romy en Kelly hebben besloten toch een andere slaapplek te zoeken.,Romy en Kelly hebben besloten toch een andere slaapplek te zoeken.,Romy and Kelly have decided to look for another place to sleep.,neutral,nervousness,fear,neutral
"00:46:47,000","00:46:51,000",En tot hun blijdschap is het bij de eerste de beste poging meteen raar.,En tot hun blijdschap is het bij de eerste de beste poging meteen raar.,"And to their delight, it turns out weird on the very first try.",happiness,amusement,happiness,happiness
"00:46:51,000","00:46:52,000",Heel erg bedankt.,Heel erg bedankt.,Thank you very much.,neutral,gratitude,happiness,happiness
"00:46:52,000","00:46:53,000","Ja, wil je nog een?","Ja, wil je nog een?","Yes, do you want another one?",neutral,curiosity,neutral,neutral
"00:46:53,000","00:46:54,000",Nee.,Nee.,Nee.,neutral,disapproval,disgust,neutral
"00:46:54,000","00:46:56,000",Mogen we nog een kopje mee eten?,Mogen we nog een kopje mee eten?,Can we have another cup of food?,neutral,desire,happiness,neutral
"00:46:56,000","00:46:57,000",Niet? Meent u?,Niet? Meent u?,No? Do you mean it?,neutral,confusion,sadness,sadness
"00:46:57,000","00:46:58,000",Heel erg fijn.,Heel erg fijn.,Very very nice.,happiness,joy,happiness,happiness
"00:46:58,000","00:46:59,000",Superfijn.,Superfijn.,Super nice.,happiness,joy,happiness,happiness
"00:46:59,000","00:47:00,000","Dank u, dank u.","Dank u, dank u.",Thank you thank you.,neutral,gratitude,happiness,happiness
"00:47:00,000","00:47:03,000",Ook de vriendinnen veilig voor de eerste nacht.,Ook de vriendinnen veilig voor de eerste nacht.,The girlfriends are also safe for the first night.,neutral,relief,happiness,happiness
"00:47:03,000","00:47:04,000",Die tas af.,Die tas af.,The bag off.,neutral,neutral,neutral,neutral
"00:47:04,000","00:47:05,000",Zo.,Zo.,Like this.,neutral,neutral,neutral,neutral
"00:47:11,000","00:47:12,000",Goedendag. Goedendag.,Goedendag. Goedendag.,Good day. Good day.,neutral,neutral,neutral,neutral
"00:47:12,000","00:47:13,000",Mijn naam is Tom. Ja.,Mijn naam is Tom. Ja.,My name is Tom. Yes.,neutral,neutral,neutral,neutral
"00:47:13,000","00:47:14,000",Hallo.,Hallo.,Hallo.,neutral,neutral,neutral,neutral
"00:47:14,000","00:47:15,000",Mijn naam is Tom.,Mijn naam is Tom.,My name is Tom.,neutral,neutral,neutral,neutral
"00:47:15,000","00:47:16,000","Ja, u mag binnenkomen.","Ja, u mag binnenkomen.","Yes, you may come in.",neutral,approval,happiness,neutral
"00:47:16,000","00:47:17,000",Ja?,Ja?,And?,neutral,curiosity,neutral,neutral
"00:47:17,000","00:47:19,000","U weet al, u verwacht ons al?","U weet al, u verwacht ons al?","You already know, you are expecting us?",neutral,curiosity,neutral,neutral
"00:47:19,000","00:47:20,000","Ik verwacht jullie al, ja.","Ik verwacht jullie al, ja.","I'm expecting you, yes.",neutral,neutral,neutral,neutral
"00:47:20,000","00:47:21,000","Oké, hallo.","Oké, hallo.","Okay, hello.",neutral,neutral,neutral,neutral
"00:47:21,000","00:47:26,000",Team 2 is samen met digitaal rechercheur Martijn bij de ouders van Rajiv gearriveerd.,Team 2 is samen met digitaal rechercheur Martijn bij de ouders van Rajiv gearriveerd.,"Team 2, together with digital detective Martijn, arrived at Rajiv's parents' house.",neutral,neutral,neutral,neutral
"00:47:26,000","00:47:30,000",Het doel is subtiel te achterhalen hoe groot de rol van vader is.,Het doel is subtiel te achterhalen hoe groot de rol van vader is.,The aim is to subtly discover how big the role of the father is.,neutral,curiosity,neutral,neutral
"00:47:30,000","00:47:32,000",En om een baken onder zijn bus te plaatsen.,En om een baken onder zijn bus te plaatsen.,And to place a beacon under his bus.,neutral,neutral,neutral,neutral
"00:24:09,000","00:24:12,000","Het is even wennen, dan komt het goed.","Het is even wennen, dan komt het goed.","It takes some getting used to, then it will be fine.",neutral,optimism,happiness,happiness
"00:24:12,000","00:24:14,000",Zijn jullie ooit zo lang uit elkaar geweest?,Zijn jullie ooit zo lang uit elkaar geweest?,Have you ever been apart for so long?,fear,curiosity,neutral,neutral
"00:24:14,000","00:24:15,000",Nee.,Nee.,Nee.,neutral,neutral,neutral,neutral
"00:24:15,000","00:24:17,000",En wat ga je dan missen aan hem?,En wat ga je dan missen aan hem?,And what will you miss about him?,neutral,curiosity,neutral,neutral
"00:24:17,000","00:24:21,000","Alles. Ik ben Lemie Gerrits, 52 jaar...","Alles. Ik ben Lemie Gerrits, 52 jaar...","Everything. I am Lemie Gerrits, 52 years old...",neutral,neutral,neutral,neutral
"00:24:21,000","00:24:23,000",woonachtig op het woonwagenkamp in Arnhem...,woonachtig op het woonwagenkamp in Arnhem...,living at the caravan camp in Arnhem...,neutral,neutral,neutral,neutral
"00:24:23,000","00:24:25,000",samen met mijn lieve vrouw Brigitte.,samen met mijn lieve vrouw Brigitte.,together with my dear wife Brigitte.,happiness,love,happiness,happiness
"00:24:26,000","00:24:27,000","Britt, moet je koffie, schat?","Britt, moet je koffie, schat?","Britt, do you need coffee, honey?",happiness,caring,happiness,happiness
"00:24:27,000","00:24:28,000","Ook lekker, doe maar.","Ook lekker, doe maar.","Also tasty, go ahead.",happiness,approval,happiness,happiness
"00:24:28,000","00:24:30,000",Ik wil graag meedoen aan Big Brother. Waarom?,Ik wil graag meedoen aan Big Brother. Waarom?,I would like to participate in Big Brother. Why?,surprise,curiosity,neutral,neutral
"00:24:31,000","00:24:33,000","Ja, ik heb er nog nooit een woonwagenbewoner in gezien.","Ja, ik heb er nog nooit een woonwagenbewoner in gezien.","Yeah, I've never seen a caravan resident in it.",surprise,surprise,surprise,surprise
"00:24:34,000","00:24:36,000",Ik heb nog nooit in een huis gewoond.,Ik heb nog nooit in een huis gewoond.,I've never lived in a house before.,surprise,realization,surprise,surprise
"00:24:36,000","00:24:39,000",Eerlijk gezegd is dat heel spannend voor mij.,Eerlijk gezegd is dat heel spannend voor mij.,"To be honest, that's very exciting for me.",happiness,excitement,happiness,happiness
"00:24:39,000","00:24:43,000",Hoe voelt dat als woonwagenbewoner in een huis?,Hoe voelt dat als woonwagenbewoner in een huis?,How does that feel as a caravan dweller in a house?,neutral,curiosity,neutral,neutral
"00:24:43,000","00:24:44,000",Maar hoe gaat het straks doen dan?,Maar hoe gaat het straks doen dan?,But how will it work later?,fear,curiosity,neutral,fear
"00:24:44,000","00:24:47,000",Ik wil gewoon de normen en waarden naar binnen brengen in het huis.,Ik wil gewoon de normen en waarden naar binnen brengen in het huis.,I just want to bring the norms and values ​​into the house.,neutral,desire,happiness,neutral
"00:24:47,000","00:24:50,000","Maar de schoenen, hoe doe je het dan met je schoenen?","Maar de schoenen, hoe doe je het dan met je schoenen?","But the shoes, what do you do with your shoes?",surprise,curiosity,neutral,neutral
"00:24:50,000","00:24:52,000",Die schoenen moeten uit.,Die schoenen moeten uit.,Those shoes have to come off.,disgust,neutral,neutral,neutral
"00:24:52,000","00:24:53,000","Ja, maar dat wordt nog een dingetje.","Ja, maar dat wordt nog een dingetje.","Yes, but that's another thing.",neutral,neutral,neutral,neutral
"00:24:53,000","00:24:55,000",Want jij bent dat niet gewend.,Want jij bent dat niet gewend.,Because you're not used to that.,neutral,neutral,neutral,neutral
"00:24:55,000","00:24:58,000","Nee, precies. Maar stel dat ze dat niet doen en ze lopen toch door.","Nee, precies. Maar stel dat ze dat niet doen en ze lopen toch door.","No, exactly. But suppose they don't and they continue walking anyway.",neutral,annoyance,anger,anger
"00:24:58,000","00:24:59,000","Ja, maar je kunt het maar beter zeggen.","Ja, maar je kunt het maar beter zeggen.","Yes, but you better say it.",neutral,approval,happiness,neutral
"00:25:00,000","00:25:02,000","Ze zitten toch ook wel een beetje begripte, of niet?","Ze zitten toch ook wel een beetje begripte, of niet?","They're a bit understanding, aren't they?",happiness,approval,happiness,happiness
"00:25:02,000","00:25:06,000",Ik hoop dat ze een beetje rekeningskappen houden met mij.,Ik hoop dat ze een beetje rekeningskappen houden met mij.,I hope they show some consideration for me.,neutral,desire,happiness,neutral
"00:25:06,000","00:25:09,000",Schoentjes moeten uit. Was ze met de handen onder de afwasbak.,Schoentjes moeten uit. Was ze met de handen onder de afwasbak.,Shoes have to come off. Wash them with your hands under the sink.,neutral,disapproval,disgust,neutral
"00:25:10,000","00:25:13,000","Geen rode kool eten op maandag. Nou, zo heb ik tig dingen.","Geen rode kool eten op maandag. Nou, zo heb ik tig dingen.","Don't eat red cabbage on Monday. Well, I have tons of things like that.",neutral,amusement,happiness,happiness
"00:25:13,000","00:25:15,000",Ik wil dat gewoon laten zien aan de bewoners.,Ik wil dat gewoon laten zien aan de bewoners.,I just want to show that to the residents.,neutral,desire,happiness,neutral
"00:25:15,000","00:25:18,000","Ja, en dan hoop ik dan totdat ze iets ervan mee naar huis nemen.","Ja, en dan hoop ik dan totdat ze iets ervan mee naar huis nemen.","Yes, and then I hope until they take some of it home.",neutral,hope,happiness,happiness
"00:25:18,000","00:25:20,000","Van, oh ja, dat kan ook zo.","Van, oh ja, dat kan ook zo.","Like, oh yes, it can be done that way.",neutral,realization,surprise,surprise
"00:25:20,000","00:25:23,000","Maar ook, ik leer van hen, hè. Dat gaat ook al.","Maar ook, ik leer van hen, hè. Dat gaat ook al.","But also, I learn from them, right? That already works.",surprise,admiration,happiness,surprise
"00:25:23,000","00:25:25,000","Ik zing graag het levenslied, mijn eigen liedjes.","Ik zing graag het levenslied, mijn eigen liedjes.","I like to sing the song of life, my own songs.",happiness,joy,happiness,happiness
"00:25:26,000","00:25:29,000",Daar ben ik enorm trots op. Ik zing al vanaf zeven jaar.,Daar ben ik enorm trots op. Ik zing al vanaf zeven jaar.,I am extremely proud of that. I have been singing since I was seven years old.,happiness,pride,happiness,happiness
"00:25:29,000","00:25:32,000",De zon is altijd gratis,De zon is altijd gratis,The sun is always free,neutral,joy,happiness,happiness
"00:25:32,000","00:25:35,000","Ik ben 52, ik kan nagaan hoelang ik al in het vak zit.","Ik ben 52, ik kan nagaan hoelang ik al in het vak zit.","I'm 52, I can tell how long I've been in the business.",neutral,pride,happiness,happiness
"00:25:35,000","00:25:38,000","Ja, en ik doe het gewoon met liefde nog. En voor mijn fans.","Ja, en ik doe het gewoon met liefde nog. En voor mijn fans.","Yes, and I still do it with love. And for my fans.",happiness,love,happiness,happiness
"00:25:39,000","00:25:44,000",Samen door het leven te gaan,Samen door het leven te gaan,Going through life together,happiness,joy,happiness,happiness
"00:25:44,000","00:25:46,000","Hip, hip, hip, hip!","Hip, hip, hip, hip!","Hip, hip, hip, hip!",happiness,excitement,happiness,happiness
"00:25:47,000","00:25:48,000",Kom maar bij.,Kom maar bij.,Come on.,neutral,neutral,neutral,neutral
"00:25:50,000","00:25:53,000","Hey, welkom. Alles goed?","Hey, welkom. Alles goed?","Hey, welcome. Everthing okay?",fear,caring,happiness,happiness
"00:25:53,000","00:25:55,000","Ja, goed. Ja? Ben je klaar voor het avontuur?","Ja, goed. Ja? Ben je klaar voor het avontuur?","Yeah, fine. Yes? Are you ready for the adventure?",neutral,excitement,happiness,happiness
"00:25:55,000","00:25:58,000","Ik heb er zin in. Heel België, heel Nederland kijkt.","Ik heb er zin in. Heel België, heel Nederland kijkt.","I'm excited. All of Belgium, all of the Netherlands are watching.",happiness,excitement,happiness,happiness
"00:25:58,000","00:26:00,000",Ik stel voor dat jij even snel een liedje zingt voor ons.,Ik stel voor dat jij even snel een liedje zingt voor ons.,I suggest you sing us a quick song.,neutral,curiosity,neutral,neutral
"00:26:00,000","00:26:03,000","Ja, dat kan. Heb je de band aan?","Ja, dat kan. Heb je de band aan?","Yes, that's possible. Do you have the band on?",neutral,neutral,neutral,neutral
"00:26:03,000","00:26:04,000","Ik kan een klein stukje zingen, hè. Even zonder band.","Ik kan een klein stukje zingen, hè. Even zonder band.","I can sing a little bit, right? Without a band for a moment.",neutral,neutral,neutral,neutral
"00:40:04,000","00:40:07,000","Ik kan er stiekem net even wat meer uit halen, misschien ook nog.","Ik kan er stiekem net even wat meer uit halen, misschien ook nog.","I can secretly get a little more out of it, maybe even more.",neutral,optimism,happiness,happiness
"00:40:09,000","00:40:11,000",Ik zie er bijna nooit...,Ik zie er bijna nooit...,I hardly ever see...,neutral,disappointment,sadness,sadness
"00:40:12,000","00:40:13,000","Oké, dus ik ga hier tussendoor?","Oké, dus ik ga hier tussenin?","Okay, so I'm going in between here?",neutral,confusion,sadness,sadness
"00:40:14,000","00:40:17,000","Ja, hup, oversteken naar rechts bij dat gebouw daar.","Ja, hup, oversteken naar rechts bij dat gebouw daar.","Yes, go, cross to the right at that building there.",neutral,neutral,neutral,neutral
"00:40:17,000","00:40:19,000",Ga je door het paadje heen. Dat kan niet anders.,Ga je door het paadje heen. Dat kan niet anders.,Go through the path. There is no other way.,neutral,neutral,neutral,neutral
"00:40:20,000","00:40:22,000","Top, dank je wel, hè? Niet meer bellen, hè?","Top, dank je wel, hè? Niet meer bellen, hè?","Great, thank you, huh? No more calling, okay?",happiness,gratitude,happiness,happiness
"00:40:22,000","00:40:23,000",Nee. En niet appen.,Nee. En niet appen.,No. And don't text.,neutral,disapproval,disgust,disgust
"00:40:23,000","00:40:25,000","Nee. Oké, en je hebt ons niet gezien.","Nee. Oké, en je hebt ons niet gezien.","No. Okay, and you didn't see us.",neutral,nervousness,fear,fear
"00:40:25,000","00:40:27,000",Nee. Doeg.,Nee. Doeg.,No. Bye.,neutral,neutral,neutral,neutral
"00:40:30,000","00:40:33,000","Ze komen vanuit Hoofddorp, dus...","Ze komen vanuit Hoofddorp, dus...","They come from Hoofddorp, so...",neutral,neutral,neutral,neutral
"00:40:33,000","00:40:38,000",Ik ga nu nog weer twijfelen of ze überhaupt het adresgoed heeft gehoord.,Ik ga nu nog weer twijfelen of ze überhaupt het adresgoed heeft gehoord.,Now I'm starting to doubt again whether she heard the correct address at all.,fear,confusion,sadness,sadness
"00:40:38,000","00:40:42,000","Aygun en Rajiv, nog steeds in Rotterdam en bloednerveus.","Aygun en Rajiv, nog steeds in Rotterdam en bloednerveus.","Aygun and Rajiv, still in Rotterdam and extremely nervous.",fear,nervousness,fear,fear
"00:40:42,000","00:40:45,000",Zij hebben contact gezocht met een vriendin van Aygun...,Zij hebben contact gezocht met een vriendin van Aygun...,They contacted a friend of Aygun...,neutral,neutral,neutral,neutral
"00:40:45,000","00:40:48,000",en ze wachten nu bij vriendelijke mensen tot die hen opkomt halen.,en ze wachten nu bij vriendelijke mensen tot die hen opkomt halen.,and they now wait with friendly people until they come and pick them up.,neutral,relief,happiness,happiness
