Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:26:11,000","00:26:13,000",I don't know whether I do want to have them in my alliance,I don't know whether I do want to have them in my alliance,I don't know whether I do want to have them in my alliance,surprise,moderate
"00:26:13,000","00:26:14,000",right from the get-go.,right from the get-go.,right from the get-go.,neutral,neutral
"00:26:14,000","00:26:17,000",It's just going to add a whole other level,It's just going to add a whole other level,It's just going to add a whole other level,neutral,neutral
"00:26:17,000","00:26:18,000",of paranoia to the game.,of paranoia to the game.,of paranoia to the game.,fear,moderate
"00:26:30,000","00:26:32,000","We have to get Dee off, obviously, right?","We have to get Dee off, obviously, right?","We have to get Dee off, obviously, right?",happiness,moderate
"00:26:32,000","00:26:33,000","Yeah, well.","Yeah, well.","Yeah, well.",neutral,neutral
"00:26:33,000","00:26:34,000",Is anyone else thinking that?,Is anyone else thinking that?,Is anyone else thinking that?,surprise,mild
"00:26:34,000","00:26:34,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:26:34,000","00:26:35,000",Sure.,Sure.,Sure.,neutral,neutral
"00:26:35,000","00:26:37,000",I'm hoping to get Michael on my side.,I'm hoping to get Michael on my side.,I'm hoping to get Michael on my side.,happiness,mild
"00:26:37,000","00:26:41,000",I think he would be an awesome alliance.,I think he would be an awesome alliance.,I think he would be an awesome alliance.,happiness,moderate
"00:26:41,000","00:26:46,000","He looks very fit, and I think he is quite bright as well.","He looks very fit, and I think he is quite bright as well.","He looks very fit, and I think he is quite bright as well.",happiness,mild
"00:26:46,000","00:26:48,000",So I think he's quite an all-rounder player.,So I think he's quite an all-rounder player.,So I think he's quite an all-rounder player.,happiness,mild
"00:26:48,000","00:26:50,000","We went off, and she was like,","We went off, and she was like,","We went off, and she was like,",neutral,neutral
"00:26:50,000","00:26:51,000","oh my God, we've left all those guys","oh my God, we've left all those guys","oh my God, we've left all those guys",surprise,moderate
"00:26:51,000","00:26:52,000",behind us now to get her.,behind us now to get her.,behind us now to get her.,neutral,neutral
"00:26:52,000","00:26:53,000",This is not good.,This is not good.,This is not good.,sadness,moderate
"00:26:57,000","00:26:58,000",Definitely probably going to keep my eye,Definitely probably going to keep my eye,Definitely probably going to keep my eye,fear,moderate
"00:26:58,000","00:27:00,000","on Georgia a little bit, I think.","on Georgia a little bit, I think.","on Georgia a little bit, I think.",surprise,mild
"00:27:00,000","00:27:02,000",I can definitely see her giving those eyes to Mike.,I can definitely see her giving those eyes to Mike.,I can definitely see her giving those eyes to Mike.,surprise,mild
"00:27:02,000","00:27:04,000","I don't know what's going to happen there,","I don't know what's going to happen there,","I don't know what's going to happen there,",surprise,moderate
"00:27:04,000","00:27:06,000",but I definitely just got to be wary of that.,but I definitely just got to be wary of that.,but I definitely just got to be wary of that.,fear,moderate
"00:27:06,000","00:27:08,000","You've got my back, I've got your back.","You've got my back, I've got your back.","You've got my back, I've got your back.",happiness,moderate
"00:27:08,000","00:27:08,000",Come.,Come.,Come.,neutral,neutral
"00:27:08,000","00:27:09,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:27:09,000","00:27:10,000","Okay, right.","Okay, right.","Okay, right.",neutral,neutral
"00:27:10,000","00:27:11,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:27:16,000","00:27:17,000",I don't like villains.,I don't like villains.,I don't like villains.,anger,moderate
"00:27:17,000","00:27:18,000",You don't like what?,You don't like what?,You don't like what?,surprise,mild
"00:27:18,000","00:27:19,000",Villains.,Villains.,Villains.,neutral,neutral
"00:27:19,000","00:27:20,000",No.,No.,No.,neutral,neutral
"00:27:20,000","00:27:22,000","As soon as she put out her hand for the villain,","As soon as she put out her hand for the villain,","As soon as she put out her hand for the villain,",anger,moderate
"00:27:22,000","00:27:23,000","I was like, all right, you're out.","I was like, all right, you're out.","I was like, all right, you're out.",happiness,moderate
"00:27:23,000","00:27:25,000","Like, I don't want someone around Cammy","Like, I don't want someone around Cammy","Like, I don't want someone around Cammy",anger,moderate
"00:27:25,000","00:27:28,000","who's going to start, you know what I mean?","who's going to start, you know what I mean?","who's going to start, you know what I mean?",neutral,neutral
"00:27:28,000","00:27:29,000","Yep, yep.","Yep, yep.","Yep, yep.",neutral,neutral
"00:27:33,000","00:27:36,000",And I'm a man of my word.,And I'm a man of my word.,And I'm a man of my word.,happiness,moderate
"00:27:36,000","00:27:37,000",Yep.,Yep.,Yep.,neutral,neutral
"00:27:37,000","00:27:38,000",You're a man of your word.,You're a man of your word.,You're a man of your word.,happiness,mild
"00:27:38,000","00:27:39,000",Yep.,Yep.,Yep.,neutral,neutral
"00:27:39,000","00:27:42,000","So I was thinking, if me, you, Shannon and Georgia","So I was thinking, if me, you, Shannon and Georgia","So I was thinking, if me, you, Shannon and Georgia",surprise,mild
"00:27:42,000","00:27:47,000","teamed up, because you seem like a very honest person,","teamed up, because you seem like a very honest person,","teamed up, because you seem like a very honest person,",happiness,mild
"00:27:48,000","00:27:50,000",and I am as well.,and I am as well.,and I am as well.,happiness,mild
"00:27:50,000","00:27:55,000","If us four teamed up, and yeah, ideally final four.","If us four teamed up, and yeah, ideally final four.","If us four teamed up, and yeah, ideally final four.",happiness,moderate
"00:27:58,000","00:28:00,000","So yeah, have a think about that proposition.","So yeah, have a think about that proposition.","So yeah, have a think about that proposition.",surprise,mild
"00:28:00,000","00:28:02,000",So I'm a senior sergeant with the police.,So I'm a senior sergeant with the police.,So I'm a senior sergeant with the police.,happiness,moderate
"00:28:02,000","00:28:04,000",I've spoken to people for nearly 20 years,I've spoken to people for nearly 20 years,I've spoken to people for nearly 20 years,neutral,neutral
"00:28:04,000","00:28:07,000",who've been not telling me the truth.,who've been not telling me the truth.,who've been not telling me the truth.,sadness,moderate
"00:28:07,000","00:28:08,000",What are the skill sets that I'll have,What are the skill sets that I'll have,What are the skill sets that I'll have,surprise,mild
"00:28:08,000","00:28:09,000",that the others won't have?,that the others won't have?,that the others won't have?,surprise,mild
"00:28:09,000","00:28:12,000",We'll be picking up on the little cues and vibes,We'll be picking up on the little cues and vibes,We'll be picking up on the little cues and vibes,happiness,mild
"00:28:12,000","00:28:15,000",and mannerisms around what they're doing,and mannerisms around what they're doing,and mannerisms around what they're doing,surprise,mild
"00:28:15,000","00:28:16,000",versus what they say.,versus what they say.,versus what they say.,surprise,mild
"00:28:22,000","00:28:24,000","And we'll keep those long, because we can weave those.","And we'll keep those long, because we can weave those.","And we'll keep those long, because we can weave those.",happiness,mild
"00:28:25,000","00:28:28,000","I think we should do D, because she's a sh**ster.","I think we should do D, because she's a sh**ster.","I think we should do D, because she's a sh**ster.",anger,intense
"00:28:28,000","00:28:29,000",100% a sh**ster.,100% a sh**ster.,100% a sh**ster.,anger,intense
"00:28:31,000","00:28:33,000","I really know very little about D,","I really know very little about D,","I really know very little about D,",surprise,mild
"00:28:33,000","00:28:35,000","but I just looked at her and I thought,","but I just looked at her and I thought,","but I just looked at her and I thought,",neutral,neutral
"00:28:36,000","00:28:38,000",you're going to be a bit of trouble further down.,you're going to be a bit of trouble further down.,you're going to be a bit of trouble further down.,anger,mild
"00:28:39,000","00:28:40,000",Nathan's coming now.,Nathan's coming now.,Nathan's coming now.,neutral,neutral
"00:28:40,000","00:28:42,000",You've got to kind of watch how he is.,You've got to kind of watch how he is.,You've got to kind of watch how he is.,fear,moderate
"00:28:42,000","00:28:45,000","He's thinking, we're just going to get voted off","He's thinking, we're just going to get voted off","He's thinking, we're just going to get voted off",fear,moderate
"00:28:45,000","00:28:45,000",because we're old.,because we're old.,because we're old.,sadness,mild
"00:28:45,000","00:28:47,000",So don't play on that with him.,So don't play on that with him.,So don't play on that with him.,happiness,mild
"00:28:48,000","00:28:50,000","Yeah, I am concerned at this stage.","Yeah, I am concerned at this stage.","Yeah, I am concerned at this stage.",fear,moderate
"00:28:50,000","00:28:51,000",I'm the old man of the tribe.,I'm the old man of the tribe.,I'm the old man of the tribe.,sadness,mild
"00:28:51,000","00:28:53,000","There's Barb, obviously, who's on that sort of same","There's Barb, obviously, who's on that sort of same","There's Barb, obviously, who's on that sort of same",neutral,neutral
"00:28:53,000","00:28:55,000",40 to 50 age bracket with myself.,40 to 50 age bracket with myself.,40 to 50 age bracket with myself.,neutral,neutral
"00:28:55,000","00:28:58,000","And we've got now, we've got five young ones","And we've got now, we've got five young ones","And we've got now, we've got five young ones",neutral,neutral
"00:28:58,000","00:29:00,000",as in their 20s.,as in their 20s.,as in their 20s.,neutral,neutral
"00:29:00,000","00:29:02,000","You could totally weave them into a mat, don't you reckon?","You could totally weave them into a mat, don't you reckon?","You could totally weave them into a mat, don't you reckon?",happiness,mild
"00:29:02,000","00:29:05,000","We'll need heaps of them, but there's quite a few around.","We'll need heaps of them, but there's quite a few around.","We'll need heaps of them, but there's quite a few around.",neutral,neutral
"00:29:05,000","00:29:06,000",Michael's given me his word,Michael's given me his word,Michael's given me his word,neutral,neutral
"00:29:06,000","00:29:08,000",that he wasn't going to vote me off.,that he wasn't going to vote me off.,that he wasn't going to vote me off.,happiness,mild
"00:29:08,000","00:29:10,000","If it broke down to four,","If it broke down to four,","If it broke down to four,",neutral,neutral
"00:29:10,000","00:29:12,000",the four from this tribe were going through.,the four from this tribe were going through.,the four from this tribe were going through.,happiness,mild
